member-id,publisher,prefix,pubs-since-2017,doi-checked,force-https
46,null,null,0,null,null
2190,null,null,0,null,null
213,null,null,0,null,null
192,null,null,0,null,null
204,null,null,0,null,null
319,null,null,0,null,null
254,null,null,0,null,null
376,null,null,0,null,null
380,null,null,0,null,null
531,null,null,0,null,null
2191,null,null,0,null,null
907,null,null,0,null,null
1074,null,null,0,null,null
1077,null,null,0,null,null
1134,null,null,0,null,null
1170,null,null,0,null,null
1201,null,null,0,null,null
1202,null,null,0,null,null
1289,null,null,0,null,null
1380,null,null,0,null,null
1509,null,null,0,null,null
1700,null,null,0,null,null
1786,null,null,0,null,null
1926,null,null,0,null,null
1933,null,null,0,null,null
2167,null,null,0,null,null
2267,null,null,0,null,null
2538,null,null,0,null,null
2552,null,null,0,null,null
2710,null,null,0,null,null
5808,"Aurora Group, s.r.o","10.25136",2763,"10.25136/2306-4196.2017.6.24747",false
5662,null,null,0,null,null
5751,"Zalozba Vega, d.o.o.","10.12959",27,"10.12959/issn.1855-0541.iiass-2017-no3-art5",false
5328,"Wayne State University Press","10.13110",253,"10.13110/merrpalmquar1982.63.2.0237",false
5306,"Korean Foot and Ankle Society (KAMJE)","10.14193",42,"10.14193/jkfas.2017.21.4.117",true
5805,"Corvinus University of Budapest","10.14267",149,"10.14267/veztud.2018.04.05",false
5442,null,null,0,null,null
5410,"Open Access Pub","10.14302",199,"10.14302/issn.2576-6694.jbbs-17-1853",true
5841,null,null,0,null,null
5724,"Editorial Universidad Catolica de Colombia","10.14718",107,"10.14718/acp.2018.21.1.1",false
5717,"Horizon E-Publishing Group","10.14719",44,"10.14719/pst.2017.4.4.348",false
5802,"Biotechnical Faculty","10.14720",54,"10.14720/aas.2017.109.2.02",false
5744,null,null,0,null,null
5725,"Internet Society","10.14722",166,"10.14722/ndss.2018.23036",false
5728,null,null,0,null,null
5726,"New Century Science Press, LLC","10.14725",87,"10.14725/gjanp.v4n1.a1652",false
5754,null,null,0,null,null
5732,"The Society of Korean Historical Linguistics","10.14727",18,"10.14727/khl.2017.25.255",false
5733,"The Korean Society of Media and Arts","10.14728",32,"10.14728/kcp.2017.15.03.041",false
5731,"Korean Association of Converging Humanities","10.14729",22,"10.14729/converging.k.2018.6.1.55",false
5729,"Korean Society for Aesthetic Plastic Surgery (KAMJE)","10.14730",42,"10.14730/aaps.2018.24.1.42",true
5734,null,null,0,null,null
5742,"Korean Society of Perinatology (KAMJE)","10.14734",31,"10.14734/pn.2017.28.2.69",true
5778,"Institute of Information Theory and Automation","10.14736",83,"10.14736/kyb-2018-1-0155",false
5790,null,null,0,null,null
5756,"Scholar Publishing","10.14738",849,"10.14738/abr.58.3563",false
5784,"Elmer Press, Inc.","10.14740",771,"10.14740/jem477w",false
5782,"Inpressco","10.14741",58,"10.14741/ijmcr.v6i01.10901",false
5874,null,null,0,null,null
5815,"Medical University Prof. Dr. Paraskev Stoyanov - Varna","10.14748",38,"10.14748/sssp.v3i1.2063",false
5758,"The Geological Society of Korea","10.14770",70,"10.14770/jgsk.2017.53.5.675",false
5760,null,null,0,null,null
5761,"The Corrosion Science Society of Korea","10.14773",8,"10.14773/cst.2017.16.1.e1",false
5762,"Korean Institute of Interior Design","10.14774",26,"10.14774/jkiid.2017.26.1.114",false
5763,"The Korean Society of Manufacturing Process Engineers","10.14775",140,"10.14775/ksmpe.2017.16.5.126",false
5777,"VLDB Endowment","10.14778",209,"10.14778/3090163.3090164",true
5770,null,null,0,null,null
5771,"M.U. Iktisadi ve Idari Bilimler Dergisi","10.14780",35,"10.14780/muiibd.377796",false
5772,"Marmara Cografya Dergisi","10.14781",43,"10.14781/mcd.386135",false
5773,"Siyasal Bilimler Dergisi","10.14782",31,"10.14782/sbd.2017.71",false
5775,"Sosyal Bilimler Ensititusu Hakemli Dergisi Oneri","10.14783",35,"10.14783/maruoneri.vi.331583",false
5776,"The Journal of Financial Researches and Studies","10.14784",10,"10.14784/marufacd.346202",false
5788,"LymphoSign Journal Limited Partnership","10.14785",18,"10.14785/lymphosign-2018-0004",false
5793,"EARLI","10.14786",43,"10.14786/flr.v4i1.213",false
5783,null,null,0,null,null
5767,null,null,0,null,null
5768,"The Jutendo Medical Journal","10.14789",89,"10.14789/jmj.63.318",true
5769,"Japanese Association for Management Systems","10.14790",11,"10.14790/ijams.9.7",true
5781,null,null,0,null,null
5829,"Institute of Archaeology and Art History","10.14795",21,"10.14795/j.v4i1.229",false
5809,"Computational Hydraulics International","10.14796",37,"10.14796/jwmm.c433",true
5812,null,null,0,null,null
5817,"Environmental Biotechnology","10.14799",1,"10.14799/ebms284",false
5794,"Smart Science and Technology, LLC","10.14800",46,"10.14800/ccm.1482",false
5857,"Vensel Publications","10.14805",14,"10.14805/jphchem.2017.art70",false
5820,"EMBnet Stichting","10.14806",17,"10.14806/ej.23.0.883",false
5875,null,null,0,null,null
5870,"Wireilla Scientific Publications","10.14810",20,"10.14810/ijmech.2017.6101",false
5839,"Cukurova University Faculty of Education Journal","10.14812",23,"10.14812/cuefd.309443",false
5810,"International Biophilia Rehabilitation Academy","10.14813",56,"10.14813/ibra.2017.65",true
5821,"Korean Society for Dental Materials","10.14815",53,"10.14815/kjdm.2017.44.2.151",false
5822,"National Youth Policy Institute","10.14816",37,"10.14816/sky.2017.28.3.5",false
5823,"The Japanese Language Association of Korea","10.14817",50,"10.14817/jlak.2017.52.85",false
5825,"Korean Society for Correction Service","10.14819",41,"10.14819/krscs.2017.27.1.1.3",false
5840,"International Society for Phytocosmetic Sciences","10.15171",979,"10.15171/apb.2017.077",false
5850,null,null,0,null,null
5872,"McMaster University Library Press","10.15173",150,"10.15173/glj.v9i1.3380",false
5837,"Institute of Ethnology and Folklore Research","10.15176",18,"10.15176/vol54no108",true
5863,"The Institute of Economics, Zagreb","10.15179",10,"10.15179/ces.19.2",true
5879,"Klaipeda University Press","10.15181",245,"10.15181/ahuk.v34i0.1618",false
5827,null,null,0,null,null
5838,null,null,0,null,null
5856,"Antiquity Publications","10.15184",295,"10.15184/aqy.2017.208",true
5832,"Institute of Korean Cultural Studies Yeungnam University","10.15186",36,"10.15186/ikc.2017.8.66.359",false
5833,"Korean Society of Design Science","10.15187",63,"10.15187/adr.2017.05.30.2.139",false
5834,"Korean Society of Oriental Pathology","10.15188",61,"10.15188/kjopp.2017.10.31.5.294",false
5835,null,null,0,null,null
5830,"Applied Systems, srl","10.15190",11,"10.15190/d.2017.1",true
5846,"National Weather Association","10.15191",15,"10.15191/nwajom.2017.0501",false
5853,"Progressive Science Publications","10.15192",86,"10.15192/pscp.asr.2017.18.2.4755",false
5836,null,null,0,null,null
5831,"Society for Sociological Science","10.15195",39,"10.15195/v4.a21",true
5852,null,null,0,null,null
5877,null,null,0,null,null
5842,"The Society of Korean Medicine Obstetrics and Gynecology","10.15204",7,"10.15204/jkobgy.2017.30.1.042",false
5843,null,null,0,null,null
5844,"Asian Network for Public Opinion Research","10.15206",3,"10.15206/ajpor.2017.4.2.108",false
5845,"Korea Convergence Society","10.15207",127,"10.15207/jkcs.2017.8.3.063",false
5862,"Prague Development Center","10.15208",65,"10.15208/beh.2017.44",true
5861,"Victoria University","10.15209",73,"10.15209/offset.v0i17.1099",true
5858,"Compuscript, Ltd.","10.15212",117,"10.15212/fmch.2017.0109",false
5854,"The Japanese Society of Oral Diagnosis/Oral Medicine","10.15214",60,"10.15214/jsodom.30.7",true
5873,"Hometrica Consulting - Dr. Nicola D'Apuzzo","10.15221",43,"10.15221/17.060",false
5868,null,null,0,null,null
5888,"Hungarian Central Statistical Office","10.15196",21,"10.15196/rs072",false
5887,"Foundation for the Promotion and Accreditation of Economic Education","10.15219",32,"10.15219/em67.1271",false
5889,"Private Enterprise, Politehperiodika","10.15222",39,"10.15222/tkea2017.1-2.28",false
5880,"Institute of Research Engineers and Doctors","10.15224",401,"10.15224/978-1-63248-144-3-28",true
5885,"Society of Cosmetic Scientists of Korea","10.15230",10,"10.15230/scsk.2017.43.1.27",false
5886,null,null,0,null,null
5895,null,null,0,null,null
5902,"The Science Museum","10.15180",86,"10.15180/140110",false
5906,"Forschungsinstitut zur Zukunft der Arbeit GmbH","10.15185",109,"10.15185/izawol.370",true
5905,"Department of Geophysics, Faculty of Science, University of Zagreb","10.15233",15,"10.15233/gfz.2017.34.12",false
5899,null,null,0,null,null
5915,null,null,0,null,null
5909,null,null,0,null,null
5910,"Korean Academy of Preventive Dentistry","10.15236",50,"10.15236/ijcpd.2017.13.3.101",false
5914,"Association of Food Technology, Turkey","10.15237",136,"10.15237/gida.gd17055",false
5907,null,null,0,null,null
5908,"Cambria Press","10.15239",55,"10.15239/j.brcacadje.2017.06.01.ja01",false
5911,"HARD Publishing Company","10.15244",528,"10.15244/pjoes/76797",false
5913,null,null,0,null,null
5916,"Journal of Odor and Indoor Environment","10.15250",51,"10.15250/joie.2017.16.1.",false
5918,"Japan Association of Solvent Extraction","10.15261",15,"10.15261/serdj.24.71",true
5917,null,null,0,null,null
5922,"The Korean Society of Pediatric Hematology-Oncology","10.15264",25,"10.15264/cpho.2017.24.2.144",false
5927,"Ambit Media, a.s.","10.14735",296,"10.14735/amcsnn2017300",false
5924,null,null,0,null,null
5923,"HEAIG","10.15242",653,"10.15242/heaig.er0917409",false
5932,"Technical University of Liberec","10.15240",119,"10.15240/tul/001/2017-2-013",false
5930,null,null,0,null,null
5933,null,null,0,null,null
5934,"The Korean Society of Elementary Science Education","10.15267",8,"10.15267/keses.2017.36.1.085",false
5935,null,null,0,null,null
5936,null,null,0,null,null
5940,null,null,0,null,null
5937,"Institut Agama Islam Negeri (IAIN) Bengkulu","10.15274",21,"10.15274/tpj.2016.01.02.12",false
5938,"ABCD Diabetes Care, Ltd.","10.15277",63,"10.15277/bjd.2017.137",false
5939,"Institute of Lifestyle Medicine","10.15280",18,"10.15280/jlm.2018.8.1.42",false
5941,null,null,0,null,null
5942,null,null,0,null,null
5949,null,null,0,null,null
5945,"LLC Science and Innovations","10.15275",67,"10.15275/rusomj.2017.0301",false
5944,"Korean Pancreatobiliary Association","10.15279",40,"10.15279/kpba.2017.22.4.193",true
5948,"Egitim Bilimleri Dergisi","10.15285",33,"10.15285/maruaebd.273926",false
5950,"Alcohol Research Documentation, Inc.","10.15288",198,"10.15288/jsad.2018.79.22",true
5956,"Korean Studies Institute","10.15299",96,"10.15299/local.2017.11.7.239",false
2574,null,null,0,null,null
5966,"Kare Publishing","10.14744",1180,"10.5152/eej.2017.16035",false
5965,"University Library of Pecs","10.15170",27,"10.15170/paaa.2016.03.02",false
5967,"Wydawnictwo SIGMA-NOT, sp. z.o.o.","10.15199",3135,"10.15199/48.2017.05.19",false
5963,"National Board for Certified Counselors","10.15241",28,"10.15241/rmm.7.2.155",false
5964,"Swiss Medical Press, GmbH","10.15256",25,"10.15256/joc.2017.7.107",true
5968,"KMK Scientific Press","10.15298",39,"10.15298/arctoa.26.16",false
5973,"University of Illinois at Urbana-Champaign","10.15278",414,"10.15278/isms.2017.fb09",true
5972,"ChanRe Healthcare and Research","10.15305",12,"10.15305/ijrci/v5i1/229",true
5971,null,null,0,null,null
5970,"The Fibreculture Journal","10.15307",11,"10.15307/fcj.29.213.2017",false
5974,"Singidunum University","10.15308",106,"10.15308/sinteza-2017-337-342",false
5984,null,null,0,null,null
5985,"Novosibirsk State Pedagogical University","10.15293",111,"10.15293/2226-3365.1705.03",false
5977,"Ancestral Health Society","10.15310",22,"10.15310/2334-3591.1086",false
5981,"Selcuk Dental Journal","10.15311",45,"10.15311/1441.330625",false
5982,"Eurasian Journal of Veterinary Sciences","10.15312",10,"10.15312/eurasianjvetsci.2016.134",false
5983,null,null,0,null,null
5986,"Turkish Journal of Sport and Exercise","10.15314",36,"10.15314/tsed.319857",false
5987,null,null,0,null,null
5988,"Selcuk Journal of Agriculture and Food Sciences","10.15316",53,"10.15316/sjafs.2017.52",false
5990,"Journal of Fungus","10.15318",22,"10.15318/fungus.2017.48",false
5991,null,null,0,null,null
5980,"American Academy of Psychiatry and the Law","10.15320",22,"10.15320/iconarp.2017.34",false
5993,"Genel Tip Dergisi","10.15321",38,"10.15321/geneltipder.2017.152",false
5992,null,null,0,null,null
5978,"The Korean Society for Clinical Laboratory Science","10.15324",73,"10.15324/kjcls.2017.49.4.390",false
5994,"Led Edizioni Universitarie","10.7358",243,"10.7358/lcm-2017-001-ains",true
6002,"COPD Foundation","10.15326",63,"10.15326/jcopdf.4.3.2017.0137",true
5996,"Korean Society of Arts and Cultural Management","10.15333",13,"10.15333/acm.2017.12.30.",false
5999,"The Korea Association of Foreign Languages Education","10.15334",36,"10.15334/fle.2017.24.3.47",false
5998,null,null,0,null,null
6004,null,null,0,null,null
6005,null,null,0,null,null
6010,"Science and Education Centre of North America","10.12735",22,"10.12735/jfe.v5n1p09",true
6006,"UNESCO Institute for Statistics","10.15220",4,"10.15220/978-92-9189-211-2-en",false
6013,"Romanian Journal of Experimental Applied Psychology","10.15303",73,"10.15303/rjeap.2017.si1.a20",false
6009,null,null,0,null,null
6011,"Vasyl Stefanyk Precarpathian National University","10.15330",375,"10.15330/cmp.9.1.98-103",false
6007,"Macro World Publishing","10.15340",4,"10.15340/21473501221020",false
6008,"Academic Star Publishing Company","10.15341",67,"10.15341/mese(2333-2581)/02.03.2017/006",false
6014,null,null,0,null,null
6023,null,null,0,null,null
6020,"Mediterranean BioMedical Journals","10.15342",31,"10.15342/ijms.v4is.147",false
6021,"Graphyonline Publications PVT, Ltd.","10.15344",49,"10.15344/2394-4978/2017/231",true
6022,"ThinkSplash, LLC","10.15346",6,"10.15346/hc.v4i1.1",false
6024,"B&M Publishing","10.15350",90,"10.15350/uk_1/5/1",false
6016,"Center for the Blue Economy","10.15351",9,"10.15351/2373-8456.1071",true
6017,"Tusi Mathematical Research Group","10.15352",31,"10.15352/aot.1706-1181",true
6025,"The Showa University Society","10.15369",50,"10.15369/sujms.29.51",true
6028,"Central Collector of Libraries BIBCOM","10.15217",287,"10.15217/issn2587-666x.2017.6.101",false
6027,"Universidad de Santiago de Compostela","10.15304",321,"10.15304/elg.ve1.3688",false
6029,"Sociedad Portuguesa de Psicologia da Saude","10.15309",114,"10.15309/17psd180227",false
6034,"American Academy of Dental Sleep Medicine","10.15331",27,"10.15331/jdsm.6424",true
6026,"Wikiversity Journal of Medicine","10.15347",8,"10.15347/wjm/2017.001",true
6031,"Marmara Universitesi Ilahiyat Fakultesi Dergisi","10.15370",16,"10.15370/maruifd.333538",false
6032,null,null,0,null,null
6042,"Bonoi Science Advancement and Education LLC","10.15354",19,"10.15354/sie.17.vi002",false
6041,null,null,0,null,null
6040,"Cosmos Scholars Publishing House","10.15379",89,"10.15379/2410-2938.2017.04.01.01",true
6044,"Odessa National Polytechnic University","10.15276",138,"10.15276/opu.3.53.2017.12",false
6043,null,null,0,null,null
6046,"FUNEP","10.15361",87,"10.15361/1984-5529.2018v46n1p57-65",false
6047,"Kharkiv State Academy of Physical Culture","10.15391",148,"10.15391/snsv.2018-1.002",false
6048,"BioResources","10.15376",383,"10.15376/biores.12.2.2254-2268",false
79,"EMBO","10.15252",896,"10.15252/embr.201743947",false
6052,null,null,0,null,null
6053,"Avanti Publishers","10.15377",64,"10.15377/2409-5818.2017.04.01.2",false
6054,null,null,0,null,null
6059,null,null,0,null,null
6063,"Evereth Publishing","10.15374",138,"10.15374/chpio2017006",false
6062,"Sri Venkateswara Institute of Medical Sciences","10.15380",44,"10.15380/2277-5706.jcsr.15.067",false
6061,"Turkish Education Association","10.15390",126,"10.15390/eb.2016.6533",false
6060,null,null,0,null,null
6074,null,null,0,null,null
6079,"Hawler Medical University","10.15218",56,"10.15218/zjms.2017.040",false
6066,"Editorial Department of Engineering Sciences","10.15302",192,"10.15302/j-sscae-2017.02.005",false
6085,null,null,0,null,null
6065,"Temple University Press","10.15367",50,"10.15367/kf.v4i2.162",true
6076,"Croatian Ethnological Society","10.15378",11,"10.15378/1848-9540.2017.40",true
6068,null,null,0,null,null
6078,"Cognitive-Crcs","10.15405",1438,"10.15405/epsbs.2017.12.45",false
6070,null,null,0,null,null
6071,"Indira Institute of Management, Pune","10.15410",25,"10.15410/aijm/2017/v6i2/149987",false
6077,"Lexis Publisher","10.15412",56,"10.15412/j.jbtw.01060402",false
6080,"Indonesian Journal of Clinical Pharmacy","10.15416",69,"10.15416/ijpst.v4i2.10456",false
6072,null,null,0,null,null
6073,"Biomedical Research and Therapy","10.15419",277,"10.15419/jmri.15",true
6084,null,null,0,null,null
6087,null,null,0,null,null
6086,"American Medical Student Research Journal","10.15422",16,"10.15422/amsrj.2017.03.013",true
6118,"University of Guanajuato","10.15174",102,"10.15174/rv.v0i20.332",false
6117,"Symbiosis Group","10.15226",572,"10.15226/sojmid/5/4/00180",true
6095,"University of Waterloo","10.15353",118,"10.15353/whr.v9.154",false
6116,"Loyola Marymount University","10.15365",54,"10.15365/joce.2001142016",false
6099,null,null,0,null,null
6150,"St. Tikhon's Orthodox University","10.15382",271,"10.15382/sturii201778.22-45",false
6100,"Clujul Medical","10.15386",113,"10.15386/cjmed-760",true
6092,"European Real Estate Society","10.15396",298,"10.15396/eres2017_116",true
6094,"Engaged Scholar Journal","10.15402",31,"10.15402/esj.v1i1.230",false
6121,"Romanian Society of Gastroenterology and Hepatology","10.15403",110,"10.15403/jgld.2014.1121.264.ukn",false
6139,"MedCrave Group, LLC","10.15406",6770,"10.15406/jteft.3.1",false
6093,null,null,0,null,null
6124,"Slovak University of Agriculture in Nitra, Slovakia","10.15414",292,"10.15414/agrobiodiversity.2017.2585-8246.438-445",false
6090,"Chitkara University Publications","10.15415",51,"10.15415/jptrm.2017.51002",false
6128,"Ediciones Uniandes","10.15425",61,"10.15425/2017.27",true
6164,null,null,0,null,null
6091,"Instituto Cervantes at Harvard University","10.15427",23,"10.15427/or030-04/2017en",false
6104,"Society of Korean Medicine for Obesity Research","10.15429",19,"10.15429/jkomor.2017.17.1.37",false
6103,"Korean Society of Cancer Prevention","10.15430",44,"10.15430/jcp.2017.22.1.6",false
6102,null,null,0,null,null
6108,null,null,0,null,null
6109,null,null,0,null,null
6110,"The Korea Society of School Health","10.15434",9,"10.15434/kssh.2017.30.1.48",false
6127,"Ommega Online Publishers","10.15436",260,"10.15436/2376-0494.17.1323",false
6105,"Global Alliance of Marketing and Management Associations","10.15444",194,"10.15444/gfmc2017.01.06.05",false
6149,null,null,0,null,null
6146,"Universidad Nacional de Colombia","10.15446",1851,"10.15446/cr.v3n2.62194",true
6123,null,null,0,null,null
6142,"University of Ostrava","10.15452",35,"10.15452/cejnm.2017.08.0012",true
6120,"WMU Department of Occupational Therapy","10.15453",87,"10.15453/2168-6408.1404",true
6160,"University of Natural Resources and Life Sciences BOKU Vienna","10.15504",9,"10.15504/fmj.2017.25",false
6154,"Gem-A","10.15506",64,"10.15506/jog.2017.35.6.554",true
6151,"National Research Mordovia State University MRSU","10.15507",244,"10.15507/2079-6900.19.201701.062-075",false
6155,null,null,0,null,null
6147,"United Publication for Health and Tech Research","10.15509",16,"10.15509/ijnrp.2017.4.1.347",false
6136,null,null,0,null,null
6126,null,null,0,null,null
6141,null,null,0,null,null
6148,"Scientific Technical Centre TATA, Limited Company","10.15518",91,"10.15518/isjaee.2017.13-15.100-110",false
6140,"Innovative Journal","10.15520",338,"10.15520/ijcrr/2018/9/01/408",false
6129,null,null,0,null,null
6130,null,null,0,null,null
6131,"Korean Society of Earth Science Education","10.15523",7,"10.15523/jksese.2017.10.1.76",false
6134,null,null,0,null,null
6135,null,null,0,null,null
6137,null,null,0,null,null
6138,null,null,0,null,null
6133,null,null,0,null,null
6132,null,null,0,null,null
6144,"The Korean Society of Climate Change Research","10.15531",54,"10.15531/ksccr.2017.8.3.239",false
6145,"Korea Association of Japanology","10.15532",71,"10.15532/kaja.2017.11.113.283",false
6143,null,null,0,null,null
6159,"Institute of Legal Studies, Kyung Hee University","10.15539",49,"10.15539/khlj.52.3.7",false
6157,"Schleuen Verlag","10.15542",41,"10.15542/kur/2017/3-4/10",false
6161,"Aleksandras Stulginskis University","10.15544",358,"10.15544/mts.2017.11",false
6163,null,null,0,null,null
5764,null,null,0,null,null
6171,"Publishing House SB RAS","10.15372",1387,"10.15372/ftprpi20170615",false
6175,"PTI","10.15439",361,"10.15439/2017km37",true
6173,"Universidad de la Serena","10.15443",27,"10.15443/rl2707",false
6172,null,null,0,null,null
6167,"Faculty of Teacher Education, University of Zagreb","10.15516",99,"10.15516/cje.v19i1.2127",false
6166,"Shanghai Institute of Ceramics","10.15541",255,"10.15541/jim20170144",false
6168,"Institut Agama Islam Negeri (IAIN) Imam Bonjol Padang","10.15548",29,"10.15548/jt.v0i0.271",false
6170,"Journal of Eastern European and Central Asian Research","10.15549",19,"10.15549/jeecar.v4i2.180",false
6178,"Scireps Corporation","10.15550",9,"10.15550/asj.2017.01.034",false
1544,null,null,0,null,null
1773,null,null,0,null,null
5943,"Croatian Society of Chemical Engineers/HDKI","10.15255",141,"10.15255/cabeq.2017.1109",false
6199,"Polish Chitin Society","10.15259",23,"10.15259/pcacd.22.20",false
6189,"The Polynesian Society","10.15286",22,"10.15286/jps.127.1.73-90",false
6035,"Asia Press","10.15383",8,"10.15383/jnpc.35",false
6194,"Medical Student Research Journal","10.15404",3,"10.15404/msrj/02.2018.0152",false
6180,null,null,0,null,null
6196,"Trakia University","10.15547",341,"10.15547/pf.2017.013",false
6198,"i-das","10.15556",79,"10.15556/ijsim.01.03.005",false
6186,"VTeX","10.15559",36,"10.15559/17-vmsta85",true
6188,"Kharkov National Pedagogical University","10.15561",118,"10.15561/20755279.2017.0408",false
6181,"DiscoverSys, Inc.","10.15562",400,"10.15562/tcp.39",false
6184,"Society of Allied Health Services","10.15563",26,"10.15563/jalliedhealthsci.8.38",true
6190,"Research Institute of Education Science, Jeju National University","10.15564",12,"10.15564/jeju.2017.05.19.1.1",false
6187,"Christian Journal for Global Health","10.15566",37,"10.15566/cjgh.v4i1.157",false
6200,"Association of Slovenian Dermatovenerologists","10.15570",41,"10.15570/actaapa.2017.16",false
6191,null,null,0,null,null
6206,"Gruppo Italiano Frattura","10.3221",1,"10.3221/igf-esis.44.02",false
6204,null,null,0,null,null
6203,"The Society for Chromatographic Sciences","10.15583",29,"10.15583/jpchrom.2017.023",true
6211,"Alexandru Ioan Cuza University of Iași Press","10.15551",43,"10.15551/prgs.2017.35",false
6212,null,null,0,null,null
6210,"Group of Companies Med Expert, LLC","10.15574",17,"10.15574/pp.2016.68.94",false
6214,null,null,0,null,null
6218,"Private Company Technology Center","10.15587",1113,"10.15587/2519-4798.2017.97077",false
6220,"Admiral Makarov National University of Shipbuilding","10.15589",98,"10.15589/jnn20170212",false
6216,null,null,0,null,null
6217,"Medicinos Mintis","10.15591",48,"10.15591/mtp.2016.056",false
6213,"Fundacion Universidad de Oviedo","10.15592",26,"10.15592/workrooms.2016.0017",false
6221,"National Institute for Health Research","10.3310",426,"10.3310/hta21750",true
6226,"Servicio de Publicaciones de la Universidad de Navarra","10.15581",468,"10.15581/018.st-456",false
6224,"Centers for Disease Control MMWR Office","10.15585",578,"10.15585/mmwr.mm6705a2",true
6222,null,null,0,null,null
6223,"The Korean Society for Microsurgery","10.15596",5,"10.15596/arms.2017.26.1.23",false
6227,"The Korean Society of Art Theories","10.15597",17,"10.15597/jksmi.25083538.2017.24.216",false
6231,null,null,0,null,null
6228,"Codon Publications","10.15586",110,"10.15586/jkcvhl.2017.75",true
6229,"PNRPU Publishing House","10.15593",589,"10.15593/perm.kipf/2017.1.05",false
6236,"Instituto Educacional Piracicabano da Igreja Metodista","10.15600",119,"10.15600/2238-121x/comunicacoes.v24n2p127-136",true
6239,"Instituto Metodista de Ensino Superior","10.15603",323,"10.15603/2176-0985/mandragora.v23n1p73-94",true
6240,"Vellalar College for Women","10.15613",34,"10.15613/hijrh/2017/v4i2/167544",false
6241,null,null,0,null,null
6246,null,null,0,null,null
6245,"Croatian Dairy Union","10.15567",33,"10.15567/mljekarstvo.2018.0102",true
6243,"University and Research Librarians' Association","10.15612",13,"10.15612/bd.2017.566",false
6248,"The Korean Society for Biomedical Laboratory Sciences","10.15616",67,"10.15616/bsl.2017.23.2.73",false
6251,"Universidad de Costa Rica","10.15517",947,"10.15517/rbt.v65i4.26980",true
6250,"Medical Communications Sp. z.o.o.","10.15557",202,"10.15557/pimr.2017.13.03",false
6254,"University of Rzeszow","10.15584",697,"10.15584/tik.2017.5",true
6252,"Eurasian Publications","10.15604",102,"10.15604/ejbm.2017.05.02.005",false
6253,"International Journal of Physiotherapy","10.15621",75,"10.15621/ijphy/2017/v4i6/163927",true
6260,"ThinkLab","10.15363",2,"10.15363/thinklab.d230",true
6261,"SolarLits","10.15627",11,"10.15627/jd.2018.1",false
6262,null,null,0,null,null
6263,null,null,0,null,null
6268,"SPIIRAS","10.15622",84,"10.15622/sp.52.9",false
6274,null,null,0,null,null
6272,"Wroclaw University of Economics","10.15611",894,"10.15611/nof.2017.2.09",false
6275,null,null,0,null,null
6270,null,null,0,null,null
6271,"Journal of Life Economics","10.15637",43,"10.15637/jlecon.187",false
6278,"Greener Journals","10.15580",242,"10.15580/gjas.2017.1",false
6279,"Physiotherapy New Zealand","10.15619",22,"10.15619/nzjp/46.1.02",true
6277,null,null,0,null,null
6276,"UCT Libraries","10.15641",2,"10.15641/079922541-69",false
6283,"Sotsial no-Gumanitarnoe Znanie Publishing House","10.15643",85,"10.15643/jscientia.2017.6.006",false
6285,"Universidad de Santander - UDES","10.15649",63,"10.15649/2346075x.452",false
6286,"Società Editrice Esculapio","10.15651",3,"10.15651/978-88-938-5001-8",true
6287,"International Network for Korean Language and Culture","10.15652",37,"10.15652/ink.2017.14.1.143",false
6292,"Media Watch","10.15655",50,"10.15655/mw/2017/v8i1/41266",false
6291,"The Korean Academy of Clinical Geriatrics","10.15656",19,"10.15656/kjcg.2017.18.2.74",false
6345,"SECEMU","10.14709",10,"10.14709/barbj.10.1.2017.10",false
6359,null,null,0,null,null
6363,"The University of Agriculture in Krakow","10.15576",130,"10.15576/pdgr/2017.4.31",false
6335,null,null,0,null,null
6338,"GENES","10.15609",40,"10.15609/annaeconstat2009.125-126.0165",false
6336,"eSAT Publishing House","10.15623",341,"10.15623/ijret.2017.0612",true
6340,"Japan Society of Health Psychology","10.11560",196,"10.11560/jahpp.30.0_48",true
6348,"Polish Society of Theoretical and Applied Mechanics","10.15632",139,"10.15632/jtam-pl.56.1.323",false
6350,"Medical Review Co, Ltd.","10.15634",5,"10.15634/j0100_0501_003",false
6357,null,null,0,null,null
6329,"American Research Institute for Policy Development","10.15640",570,"10.15640/jaes.v6n2a3",false
6330,"University of Zagreb School of Dental Medicine","10.15644",50,"10.15644/asc51/2/1",false
6342,"Institucion Universitaria CESMAG","10.15658",25,"10.15658/rev.electron.educ.pedagog18.03020207",false
6358,null,null,0,null,null
6347,"University of Waikato","10.15663",391,"10.15663/wje.v22i4.597",false
6332,"University of St. Andrews Library","10.15664",23,"10.15664/jtr.1337",true
6360,null,null,0,null,null
6364,null,null,0,null,null
6337,"Hacettepe Journal of Biology and Chemistry","10.15671",29,"10.15671/hjbc.2017.153",false
6351,"Hacettepe Journal of Mathematics and Statistics","10.15672",184,"10.15672/hjms.2017.489",false
6339,"Global Science Journal Publishing","10.15673",334,"10.15673/tmgc.v10i3-4.769",false
6333,"Ess & Ess Research Publications","10.15680",8,"10.15680/ijirset.2018.0703003",true
6349,null,null,0,null,null
6352,null,null,0,null,null
6331,"The Korean Society of Disaster Information","10.15683",14,"10.15683/kosdi.2017.03.31.118",false
6356,"FORMATH Research Group","10.15684",9,"10.15684/formath.17.003",true
6316,null,null,0,null,null
6365,null,null,0,null,null
6450,null,null,0,null,null
6421,null,null,0,null,null
